assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
1,3,100,0,1,1,22,0,1,1,30.05,1337,squad,25,25,1473,0,348.5,0,41.43,0,0,2204,5,0,0.9583
0,0,107,0,0,2,48,1338,0,0,0,1816,squad-fpp,29,29,-1,0,2327,0,3.325,0,0,4044,3,1499,0.75
0,2,487.7,3,0,2,17,1221,2,2,13.38,1948,squad-fpp,29,26,-1,0,3201,0,0,0,0,954.2,3,1435,0.4286
0,2,23.4,0,0,2,55,0,0,0,0,1369,solo-fpp,97,95,1533,0,0,0,0,0,0,1419,6,0,0.6667
1,0,0,0,0,0,89,0,0,0,0,1430,squad-fpp,29,29,1494,0,0,0,0,0,0,52.72,1,0,0.1071
0,0,0,0,0,0,86,1034,0,0,0,1378,squad-fpp,29,29,-1,0,0,0,0,0,0,10.27,1,1494,0.1429
0,4,321.6,3,0,3,9,0,3,1,55.53,1337,squad,28,27,1488,0,1526,0,99.13,0,0,1024,3,0,0.5926
0,1,0,0,0,2,70,0,0,0,0,1866,squad-fpp,29,29,1503,0,0,0,0,0,0,364.8,3,0,0.2857
0,0,181.9,0,0,0,42,1191,1,1,28.2,1303,solo-fpp,99,97,-1,0,0,0,0,0,0,89.24,3,1494,0.3061
1,2,771.7,4,2,4,3,0,5,3,231.2,1896,squad-fpp,28,28,1423,0,3690,0,0,0,0,2773,11,0,1
0,0,111.6,1,0,4,39,1611,1,1,6.445,1334,squad-fpp,28,27,-1,0,0,0,0,0,0,86.03,2,1531,0.1852
0,0,41.31,0,0,0,27,0,1,1,215.9,1320,duo-fpp,50,46,1510,0,729.6,0,0,0,0,1028,3,0,0.5714
0,0,51.64,0,0,0,72,1169,0,0,0,1343,squad-fpp,29,29,-1,0,0,0,0,0,0,707.4,3,1460,0.2857
0,0,0,0,0,0,94,0,0,0,0,1772,squad-fpp,28,27,1251,0,0,0,0,0,0,30.57,2,0,0
0,0,0,0,0,0,79,1533,0,0,0,1360,squad-fpp,27,27,-1,0,0,0,0,0,0,132.5,4,1519,0.2308
0,0,0,0,0,0,89,0,0,0,0,1278,squad-fpp,27,26,1487,0,0,0,0,0,0,0,0,0,0
0,0,96.73,1,0,0,39,0,1,1,46.23,1877,squad-fpp,30,28,1512,0,0,0,0,0,0,491.7,5,0,0.3103
0,0,268.4,2,0,0,21,1361,2,1,5.914,1884,duo-fpp,49,47,-1,0,0,0,0,0,0,247.1,3,1532,0.4792
0,1,118.8,1,0,1,34,0,1,1,1.554,1778,duo-fpp,48,48,1544,0,0,0,0,0,0,323.4,3,0,0.2979
0,0,67.84,0,0,0,63,1478,0,0,0,1312,squad-fpp,28,27,-1,0,0,0,0,0,0,140.3,3,1493,0.3704
0,0,24,0,0,0,84,1348,0,0,0,1935,solo,92,84,-1,0,0,0,0,0,0,0,1,1457,0.0549
0,1,142.6,1,0,1,36,0,1,1,13.95,1821,squad-fpp,29,29,1480,0,0,0,0,0,0,948.5,6,0,0.4286
0,0,0,0,0,0,67,1020,0,0,0,1786,squad-fpp,29,29,-1,0,0,0,0,0,0,180.6,3,1495,0.3929
0,0,26.05,0,0,0,66,0,0,0,0,1753,squad-fpp,27,25,1500,2,993.9,0,0,0,0,764,4,0,0.3462
1,3,137.8,0,0,0,21,0,1,1,152,1439,solo,96,95,1526,0,545.3,0,27.81,0,0,3211,7,0,0.9789
0,2,200,0,0,2,16,0,2,1,26.42,1808,solo-fpp,95,93,1520,0,137.1,0,0,0,0,941,3,0,0.4787
0,0,0,0,0,0,87,0,0,0,0,1371,solo-fpp,89,86,1496,0,0,0,0,0,0,0,0,0,0
2,5,72.04,0,0,11,39,0,0,0,0,1885,squad-fpp,26,26,1496,3,2025,0,0,0,0,4466,6,0,0.92
0,0,151.9,1,0,0,34,0,1,1,28.36,1360,squad-fpp,29,27,1500,0,0,0,0,0,0,1057,3,0,0.5
0,0,30.4,0,0,0,58,0,0,0,0,1886,duo-fpp,46,44,1489,0,0,0,0,0,0,312,1,0,0.3778
0,1,23.22,0,0,1,59,0,0,0,0,1790,squad-fpp,27,27,1491,0,3911,0,0,0,0,1311,10,0,0.5385
0,6,238.5,2,0,7,8,0,2,1,61.43,1936,squad-fpp,29,24,1331,0,1358,0,0,0,0,3791,9,0,1
0,0,191.6,1,0,0,43,0,1,1,30.87,1420,squad-fpp,29,28,1492,0,0,0,0,0,0,96.5,2,0,0.2143
0,4,556.5,2,2,2,7,1649,4,1,110.5,1368,squad-fpp,32,31,-1,3,0,0,0,0,0,2335,6,1676,0.9677
0,1,100,1,0,1,25,1000,1,1,4.943,1410,squad,27,24,-1,0,0,0,0,0,0,861.1,4,1471,0.5385
0,1,18.73,0,0,0,35,1406,1,1,63.37,1372,duo-fpp,50,50,-1,0,0,0,0,0,0,1158,6,1576,0.6735
0,0,161.3,2,0,0,81,0,0,0,0,1980,squad-fpp,30,29,1484,0,0,0,0,0,0,104.7,4,0,0.1379
1,1,30.24,0,0,2,46,1379,0,0,0,1321,squad-fpp,31,30,-1,0,0,0,0,0,0,2533,4,1596,0.8333
1,1,358.9,2,0,3,7,1484,3,2,36.05,1360,duo-fpp,49,49,-1,1,0,0,0,0,0,2978,5,1540,0.9583
0,3,224.4,0,0,0,26,0,1,1,15.19,1969,solo-fpp,97,93,1696,0,1805,0,0,0,0,1800,4,0,0.875
2,0,199.8,1,0,0,32,1314,1,1,61.64,1859,squad,32,32,-1,0,0,0,0,0,0,389,3,1506,0.2903
0,1,200,1,0,5,20,0,2,1,7.926,1345,duo-fpp,48,46,1464,0,0,0,0,0,0,190.4,4,0,0.4255
0,0,0,0,0,0,87,0,0,0,0,1821,duo-fpp,47,46,1510,0,0,0,0,0,0,149.8,2,0,0.0652
0,0,0,0,0,0,85,1352,0,0,0,1313,squad-fpp,27,27,-1,0,0,0,0,0,0,99.16,0,1418,0.1154
0,0,0,0,0,0,82,991,0,0,0,1938,squad,26,25,-1,0,0,0,0,0,0,28.84,1,1488,0
0,1,169.6,0,1,1,18,0,2,1,9.439,1359,solo-fpp,92,88,1573,0,0,0,0,0,0,1589,4,0,0.8132
0,0,0,0,0,0,91,0,0,0,0,1850,squad-fpp,30,28,1472,0,0,0,0,0,0,71.67,0,0,0.0345
1,1,178.1,2,0,0,39,1284,1,1,5.017,1312,squad-fpp,29,29,-1,0,0,0,0,0,0,107.6,2,1541,0.1071
0,0,0,0,0,0,87,0,0,0,0,1422,squad,30,29,1384,0,0,0,0,0,0,0,0,0,0
0,2,110.4,0,0,0,45,1000,0,0,0,1312,squad-fpp,29,29,-1,0,622.8,0,0,0,0,2505,11,1500,0.9286
0,0,86.01,0,0,0,94,1296,0,0,0,1765,squad-fpp,28,27,-1,0,0,0,0,0,0,15.51,1,1388,0.037
0,1,0,0,0,2,62,0,0,0,0,1406,duo-fpp,49,49,1485,0,0,0,0,0,0,962.2,4,0,0.5417
0,0,54.18,0,0,0,58,1080,0,0,0,1917,squad,26,25,-1,0,0,0,0,0,0,1574,2,1434,0.4
0,0,100,1,0,0,76,1200,0,0,0,1829,squad,26,25,-1,0,0,0,0,0,0,124,2,1552,0.2
0,1,0,0,0,1,54,0,0,0,0,1846,squad-fpp,27,26,1500,0,0,0,0,0,0,1344,6,0,0.3846
0,0,180.3,0,0,0,74,1455,0,0,0,1775,squad-fpp,27,24,-1,0,0,0,0,0,0,253.5,3,1506,0.1923
0,1,0,0,0,0,41,0,0,0,0,1439,solo-fpp,82,81,1574,0,0,0,58.19,0,0,1079,4,0,0.7284
0,0,51.7,0,0,0,80,0,0,0,0,1364,duo-fpp,47,46,1605,0,0,0,0,0,0,41.74,1,0,0.1522
0,0,14.2,0,0,0,33,0,1,1,19.66,1361,squad-fpp,27,26,1475,1,0,0,0,0,0,326.5,1,0,0.2692
0,0,0,0,0,0,96,0,0,0,0,1390,squad-fpp,29,29,1583,0,0,0,0,0,0,18.28,1,0,0.0357
0,0,140.1,0,0,0,23,1000,1,1,8.381,1200,solo-fpp,98,97,-1,0,0,0,0,0,0,1064,9,1500,0.7732
0,3,0,0,0,0,43,0,0,0,0,1557,duo,48,48,1481,0,0,0,0,0,0,967.1,7,0,0.8936
1,2,143.3,0,0,1,60,1038,0,0,0,1831,duo-fpp,48,48,-1,0,0,0,0,0,0,585,7,1485,0.617
0,1,0,1,0,8,48,0,0,0,0,905,crashfpp,50,47,1500,0,4056,0,0,1,0,1367,1,0,0.7143
0,0,37.09,0,0,0,58,1190,0,0,0,1980,duo-fpp,45,45,-1,0,8634,0,0,0,0,585.8,2,1616,0.5
0,3,191.1,0,0,0,21,0,1,1,31.59,1373,solo-fpp,73,73,1651,0,1155,0,0,0,0,2154,4,0,0.8056
0,0,0,0,0,0,85,1501,0,0,0,1360,squad-fpp,29,28,-1,0,0,0,0,0,0,65.54,0,1499,0.1071
0,2,328.5,1,0,1,29,1294,1,1,29.64,1542,squad-fpp,30,30,-1,0,0,0,0,0,0,947.2,6,1524,0.6207
0,0,20.4,0,0,0,57,1173,0,0,0,1379,squad-fpp,26,26,-1,0,0,0,62.48,0,0,1612,4,1494,0.6
0,1,67.37,0,0,5,74,0,0,0,0,1990,squad-fpp,27,26,1375,0,0,0,0,0,0,341.3,1,0,0.1923
1,0,0,0,0,0,77,1411,0,0,0,1383,squad-fpp,28,27,0,0,0,0,0,0,0,207.7,1,1486,0.1111
0,0,274.8,2,0,0,37,0,1,1,3.275,1376,squad-fpp,28,26,1465,0,0,0,0,0,0,26.86,1,0,0.1481
0,2,29.4,0,0,0,45,1269,0,0,0,1950,solo-fpp,88,83,-1,0,0,0,0,0,0,1223,4,1519,0.6667
0,0,176,2,1,0,12,0,2,1,3.454,1795,squad,26,25,1563,0,0,0,0,0,0,632.9,2,0,0.8
1,0,165.8,1,0,0,41,0,1,1,57.36,1418,squad-fpp,28,27,1407,0,0,0,0,0,0,98.61,5,0,0.1481
0,0,62,0,0,0,81,0,0,0,0,1425,duo-fpp,47,45,1515,0,0,0,0,0,0,40.12,1,0,0.087
1,4,0,0,0,3,42,0,0,0,0,1767,squad,29,28,1495,0,6457,0,0,0,0,1628,2,0,0.8571
0,2,83.2,0,0,1,49,0,0,0,0,1950,duo-fpp,48,48,1495,1,0,0,0,0,0,2830,6,0,0.8085
1,9,778.5,6,5,9,1,1419,7,2,64.69,1403,squad-fpp,27,27,-1,1,0,0,0,0,0,3029,8,1516,0.8462
0,0,0,0,0,0,61,0,0,0,0,1356,squad-fpp,29,29,1424,0,0,0,0,0,0,1436,4,0,0.5357
0,2,167.8,0,0,1,16,0,2,1,10.69,1374,solo-fpp,96,93,1472,0,0,0,0,0,0,1724,2,0,0.7474
0,0,358.7,2,1,0,11,1205,3,2,13,1282,squad-fpp,27,27,-1,0,0,0,0,0,0,127.9,2,1506,0.1923
0,0,0,0,0,0,73,0,0,0,0,1341,squad-fpp,26,25,1500,0,0,0,0,0,0,270.2,3,0,0.32
0,0,200,2,0,0,24,1278,2,1,3.571,1364,squad,27,26,-1,0,0,0,0,0,0,62.52,3,1498,0.0769
0,0,0,0,0,0,68,0,0,0,0,1816,squad-fpp,27,27,1505,0,0,0,0,0,0,150.8,1,0,0.3077
2,3,756.2,2,1,2,2,1642,7,2,101.7,1458,duo-fpp,49,46,-1,1,163.1,0,0,0,0,3117,6,1581,1
0,0,82.68,0,0,0,79,1264,0,0,0,1464,duo-fpp,48,43,-1,0,0,0,0,0,0,90.04,2,1564,0.2766
0,0,0,0,0,0,57,1107,0,0,0,1415,duo-fpp,49,49,-1,0,0,0,0,0,0,1672,4,1478,0.625
0,1,252.2,0,2,0,19,0,2,1,113.6,1927,solo-fpp,98,96,1500,0,0,0,0,0,0,2796,5,0,0.7113
0,0,0,0,0,0,62,0,0,0,0,1898,squad,27,26,1361,0,0,0,0,0,0,116.5,0,0,0.4615
1,1,61.42,0,0,5,44,1048,0,0,0,1437,squad,28,28,-1,2,909.4,0,0,0,0,2231,9,1499,0.8519
0,0,200,2,0,0,57,1344,0,0,0,1408,squad-fpp,27,26,-1,0,0,0,0,0,0,73.61,1,1397,0.5
0,3,307.5,2,0,4,26,1437,1,1,12.59,1866,squad-fpp,29,28,-1,1,1617,0,0,0,0,3110,7,1511,0.8214
1,1,413.9,2,1,2,13,0,2,1,26.09,1861,squad-fpp,28,27,1538,0,2124,0,0,0,0,3353,4,0,0.8519
0,0,30.1,0,0,3,51,1182,0,0,0,1863,duo-fpp,48,42,-1,0,1491,0,0,0,0,1477,6,1419,0.6596
0,4,229.5,0,0,1,15,1236,2,1,17.51,1434,solo-fpp,97,93,-1,0,0,0,0,0,0,2608,8,1563,0.9792
1,4,20.44,0,0,2,24,0,1,1,18.46,1877,duo-fpp,48,47,1500,1,7285,0,0,0,0,2125,7,0,0.8298
0,6,165.5,1,0,5,11,1416,1,1,15,1277,duo-fpp,19,18,-1,0,423.6,0,0,0,0,2711,3,1623,0.7778
0,0,186,1,1,0,37,0,1,1,2.707,1795,squad-fpp,30,30,1434,0,0,0,0,0,0,213.4,4,0,0.2069
0,0,59.04,0,0,0,87,1222,0,0,0,1898,duo-fpp,50,45,-1,0,0,0,0,0,0,0,0,1550,0.0612
1,0,0,0,0,0,31,993,1,1,36.53,1877,squad,29,27,-1,0,0,0,0,0,0,346.7,2,1483,0.3571
1,3,571.2,2,0,1,5,0,4,1,180,1881,squad-fpp,26,25,1553,0,6709,0,0,0,0,1291,5,0,1
0,0,0,0,0,0,96,1181,0,0,0,1288,solo-fpp,97,95,-1,0,0,0,0,0,0,19.11,0,1477,0.0104
0,1,46.81,0,0,0,44,1036,0,0,0,1918,solo-fpp,93,84,-1,0,0,0,0,0,0,3493,7,1471,0.9457
0,3,100,0,0,12,21,0,1,1,10.81,2030,solo-fpp,97,93,1675,0,600.5,0,0,0,0,3205,5,0,0.8646
0,1,86,0,0,0,33,0,1,1,268.9,1882,squad,27,27,1494,0,1632,0,0,0,0,1090,4,0,0.2692
0,3,69.03,0,0,0,51,0,0,0,0,1909,squad-fpp,26,25,1471,0,0,0,0,0,0,1999,3,0,0.52
1,4,391,2,1,1,15,0,2,1,263.1,1340,squad-fpp,28,28,1517,0,0,0,0,0,0,3300,6,0,1
1,6,234.2,2,0,9,14,1354,2,1,43,1452,squad,26,26,-1,0,0,0,0,0,0,3253,3,1543,0.88
0,0,0,0,0,0,87,0,0,0,0,1347,duo,50,47,1524,0,0,0,0,0,0,144.5,2,0,0.0816
0,0,19.35,0,0,0,62,1393,0,0,0,1420,squad-fpp,31,31,-1,0,0,0,0,0,0,1549,3,1463,0.4667
0,0,218,1,0,0,33,1157,1,1,85.34,1320,squad-fpp,35,33,-1,0,0,0,0,0,0,801.7,2,1439,0.3529
1,0,179.6,2,2,1,12,1426,2,2,17.77,1846,squad,28,25,-1,0,0,0,0,0,0,722.6,3,1461,0.2222
2,3,346.1,3,1,1,14,1613,2,1,19.79,1295,squad-fpp,28,23,-1,0,0,0,0,0,0,2566,4,1586,0.7778
1,2,44.42,0,0,5,47,1000,0,0,0,1830,squad-fpp,28,27,-1,0,3462,0,0,0,0,1544,4,1500,0.6296
0,0,57.06,0,0,0,95,988,0,0,0,1260,squad,27,26,-1,0,0,0,0,0,0,40.6,0,1469,0
0,0,22.23,0,0,0,85,0,0,0,0,1530,duo-fpp,48,48,1477,0,0,0,0,0,0,34.34,1,0,0.1064
0,0,0,0,0,0,83,1343,0,0,0,1442,duo-fpp,50,49,-1,0,0,0,0,0,0,107.5,2,1429,0.1837
0,0,0,0,0,0,79,0,0,0,0,1919,duo-fpp,48,47,1499,0,0,0,0,0,0,81.07,3,0,0.2128
0,2,456.7,2,2,1,6,0,4,2,29.76,1362,duo-fpp,47,46,1683,0,0,0,0,0,0,515.6,5,0,0.5652
0,0,0,0,0,0,81,0,0,0,0,1381,squad-fpp,29,28,1490,0,0,0,0,0,0,49.9,1,0,0.2143
1,3,153.8,1,0,5,31,0,1,1,4.608,1942,duo,45,44,1490,0,0,0,0,0,0,1678,6,0,0.5455
0,2,221.5,2,0,0,21,1112,1,1,31.06,1308,squad-fpp,29,27,-1,1,0,0,0,0,0,1963,5,1452,0.8929
0,1,0,0,0,0,64,1018,0,0,0,1914,squad,27,27,0,0,0,0,9.248,0,0,767.8,6,1464,0.3846
0,0,0,0,0,0,73,1221,0,0,0,1379,squad-fpp,29,28,0,0,0,0,0,0,0,380,2,1484,0.2857
2,4,426.3,3,1,7,9,1000,3,1,94.07,1523,duo,47,44,-1,0,1276,0,0,0,0,1755,4,1500,0.9348
0,0,105.3,1,1,0,32,1156,1,1,11.35,1962,squad,27,25,-1,0,0,0,0,0,0,1744,5,1482,0.3462
0,1,0,0,0,1,55,0,0,0,0,1869,squad-fpp,30,30,1500,1,5627,0,0,0,0,2776,7,0,0.6897
1,2,196.2,1,0,4,10,0,2,1,81.01,1287,squad-fpp,29,29,1943,0,206.5,0,0,0,0,3276,5,0,0.8929
0,6,445.7,0,0,1,6,1313,4,1,44.49,1314,duo-fpp,46,45,-1,0,0,0,0,0,0,3903,4,1522,0.9778
1,0,63.68,0,0,3,38,1130,0,0,0,1723,squad-fpp,27,25,-1,0,2559,0,0,0,0,3088,11,1508,0.7308
0,0,49.98,0,0,0,70,1440,0,0,0,1901,duo,44,42,-1,0,0,0,0,0,0,330.6,1,1537,0.2326
0,0,382.9,1,0,0,10,0,3,2,65.74,1312,duo-fpp,46,45,1781,0,0,0,0,0,0,2126,7,0,0.6667
0,0,0,0,0,0,82,1019,0,0,0,1865,duo-fpp,50,48,-1,0,0,0,0,0,0,103,1,1483,0.1633
0,0,0,0,0,0,83,0,0,0,0,1783,squad-fpp,27,25,1437,0,0,0,0,0,0,447,1,0,0.0385
0,0,0,0,0,0,93,0,0,0,0,1418,squad-fpp,29,27,1500,0,0,0,0,0,0,0,0,0,0
1,6,397.5,4,2,2,3,1039,6,2,87.67,1366,duo-fpp,48,48,-1,0,0,0,0,0,0,2473,4,1495,0.8511
0,2,351.8,1,1,3,14,0,2,1,139.7,1886,duo-fpp,46,44,1502,1,780.7,0,0,0,0,2987,5,0,0.7778
0,2,0,0,0,3,50,0,0,0,0,1936,normal-squad-fpp,16,16,1500,0,2800,0,0,0,0,1198,4,0,0.2
2,5,313.8,1,2,2,10,0,3,1,84.34,1296,squad,26,26,1466,0,0,0,0,0,0,1543,11,0,0.88
0,1,0,0,0,1,66,0,0,0,0,1737,duo-fpp,46,45,1468,3,0,0,0,0,0,332.1,5,0,0.3333
0,0,154.8,0,0,0,88,0,0,0,0,1403,duo-fpp,49,48,1422,0,0,0,0,0,0,29.18,2,0,0.125
0,0,100,0,0,0,41,0,1,1,21.08,1926,solo-fpp,96,93,1661,0,0,0,0,0,0,1.725,1,0,0.0105
0,0,82.48,0,0,0,49,0,0,0,0,1360,squad,29,28,1500,0,0,0,0,0,0,1333,5,0,0.5357
0,0,142.2,1,0,0,39,0,1,1,27.23,1699,squad-fpp,30,29,1465,0,0,0,0,0,0,555,2,0,0.3448
0,4,14.73,0,0,3,27,0,1,1,211.9,1867,squad,29,28,1500,0,5713,0,0,0,0,1671,5,0,0.7143
0,0,55.45,0,0,0,81,0,0,0,0,1996,squad-fpp,27,26,1455,0,0,0,0,0,0,848.4,3,0,0.1923
0,0,0,0,0,0,94,1309,0,0,0,1379,solo-fpp,98,98,-1,0,0,0,0,0,0,0,1,1499,0.0515
0,1,208.8,2,0,4,20,0,2,1,51.34,1719,squad-fpp,28,25,1485,0,0,0,0,0,0,1174,3,0,0.7407
0,0,77.4,0,0,0,76,1012,0,0,0,1943,duo,49,47,-1,0,0,0,0,0,0,599.4,2,1500,0.2292
2,3,214.4,0,0,7,56,0,0,0,0,1304,squad-fpp,28,27,1302,0,0,0,0,0,0,2149,2,0,0.5926
1,2,45.9,0,0,0,30,1274,1,1,67.24,1322,squad,29,29,-1,1,0,0,0,0,0,2172,3,1465,0.6071
0,0,0,0,0,0,93,0,0,0,0,1317,solo-fpp,97,96,1523,0,0,0,0,0,0,0,1,0,0.0312
0,3,875,4,5,5,2,0,9,2,63.36,1387,duo-fpp,49,46,1501,0,0,0,0,0,0,3219,4,0,1
0,0,208.4,1,0,0,33,0,1,1,8.526,1778,squad-fpp,28,26,1450,0,0,0,0,0,0,293.9,1,0,0.2963
0,2,72.77,0,0,0,37,0,0,0,0,1776,squad-fpp,29,27,1551,0,3291,0,0,0,0,2829,7,0,0.9643
0,0,0,0,0,0,49,1436,0,0,0,1254,squad-fpp,29,27,-1,0,1329,0,0,0,0,428.9,4,1513,0.4643
0,0,100,1,0,1,65,0,0,0,0,1769,squad-fpp,27,25,1483,0,3417,0,0,0,0,860.4,6,0,0.5385
0,2,86.71,0,0,1,55,0,0,0,0,1992,duo,50,46,1500,0,0,0,0,0,0,895.3,6,0,0.5306
0,1,298.8,2,0,0,10,1299,3,2,23.87,1396,squad-fpp,30,27,-1,0,0,0,0,0,0,556.3,4,1519,0.2414
2,2,56.16,0,0,4,58,0,0,0,0,1897,squad,29,28,1395,1,348.7,0,0,0,0,1762,3,0,0.5357
0,1,149.2,1,0,3,16,0,2,2,51.91,1388,duo-fpp,49,47,1500,1,571.9,0,0,0,0,1963,4,0,0.8333
0,0,40.84,0,0,0,56,1193,0,0,0,1344,solo-fpp,98,95,-1,0,0,0,0,0,0,568,3,1464,0.6186
0,1,0,0,0,0,53,0,0,0,0,2041,solo,94,90,1507,0,0,0,0,0,0,2130,4,0,0.5806
0,0,0,0,0,0,70,1132,0,0,0,1471,squad-fpp,31,31,-1,0,2071,0,0,0,0,1168,2,1421,0.5
0,0,0,0,0,0,69,0,0,0,0,1351,duo-fpp,49,48,1435,0,0,0,0,0,0,145.5,5,0,0.2917
0,0,0,0,0,0,93,0,0,0,0,1303,squad,27,27,1481,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,71,0,0,0,0,1407,duo,46,46,1478,0,0,0,0,0,0,151.6,3,0,0.2889
0,2,51.83,0,0,1,44,1001,0,0,0,1385,squad-fpp,30,29,-1,0,0,0,0,0,0,3035,2,1490,0.8966
0,0,100,0,0,0,48,0,1,1,7.304,1410,solo-fpp,97,94,1512,0,0,0,0,0,0,112.4,4,0,0.1875
0,0,84.97,1,0,0,35,0,1,1,6.063,1269,squad-fpp,27,27,1514,0,0,0,0,0,0,51.87,1,0,0.0385
0,0,68.11,0,1,0,23,1082,1,1,79.01,1366,duo-fpp,50,47,-1,0,0,0,60.52,0,0,1845,3,1484,0.9796
0,2,284.6,0,0,1,13,1492,2,1,217.2,1323,solo-fpp,99,99,-1,0,0,0,0,0,0,1810,5,1570,0.8673
1,1,565.5,0,1,0,5,0,4,1,30.9,1359,solo-fpp,94,92,1582,0,0,0,0,0,0,1129,6,0,0.7634
0,0,0,0,0,0,65,0,0,0,0,1810,squad-fpp,27,26,1482,0,491,0,0,0,0,512.4,4,0,0.3462
0,0,0,0,0,0,63,0,0,0,0,1340,squad-fpp,30,25,1508,0,0,0,0,0,0,5.871,0,0,0.3448
0,0,0,0,0,0,80,0,0,0,0,1344,duo-fpp,50,44,1665,0,0,0,0,0,0,170.8,3,0,0.2245
0,0,0,0,0,0,77,0,0,0,0,1852,duo-fpp,45,42,1490,0,0,0,0,0,0,129.1,2,0,0.1136
0,0,0,0,0,0,87,0,0,0,0,1886,duo-fpp,50,48,1530,0,0,0,0,0,0,43.68,2,0,0.0816
0,0,0,0,0,0,84,0,0,0,0,1403,solo-fpp,95,92,1575,0,0,0,0,0,0,24.33,1,0,0.1064
1,0,142.6,0,0,1,42,0,1,1,4.996,1442,duo,47,47,1303,0,0,0,0,0,0,150.2,2,0,0.1304
1,3,350.5,1,0,5,14,0,2,1,44.52,1374,squad,27,26,1482,0,0,0,0,0,0,2018,8,0,0.9615
0,6,148.9,0,0,6,25,0,1,1,34.77,1378,solo-fpp,96,92,1529,0,0,0,80.64,0,0,2909,3,0,0.8842
0,0,200,1,0,0,22,0,2,1,17.57,1349,duo-fpp,45,45,1455,1,0,0,0,0,0,257,2,0,0.4091
0,1,171.8,1,0,1,63,0,0,0,0,1334,squad-fpp,29,29,1491,0,280.2,0,0,0,0,972.5,7,0,0.5357
0,0,0,0,0,0,48,0,0,0,0,1862,duo,47,47,1500,0,3554,0,0,0,0,3346,8,0,0.8043
0,0,0,0,0,0,51,1067,0,0,0,1882,solo,71,67,-1,0,0,0,0,0,0,604.2,2,1495,0.3429
0,0,0,0,0,0,67,0,0,0,0,1895,solo-fpp,97,93,1494,0,1904,0,0,1,0,340.5,0,0,0.3854
0,5,325.6,2,1,0,4,1720,4,2,180.7,1377,squad-fpp,28,27,-1,0,0,0,0,0,0,3408,6,1560,0.9259
0,4,20.19,0,0,4,38,1036,0,0,0,2185,duo,45,42,-1,1,2707,0,0,0,0,2263,13,1505,0.9773
0,0,58.36,0,0,0,88,0,0,0,0,1435,squad,26,26,1424,0,0,0,0,0,0,27.86,2,0,0
0,0,19.35,0,0,0,92,0,0,0,0,1254,duo-fpp,49,47,1474,0,0,0,0,0,0,11.91,1,0,0.0417
0,0,100,1,0,0,79,0,0,0,0,1376,squad-fpp,27,27,1413,0,0,0,0,0,0,334.7,2,0,0.0769
0,4,238.7,3,0,3,12,0,2,1,77.78,1303,squad-fpp,27,27,1454,0,0,0,0,0,0,3070,5,0,0.8077
0,0,0,0,0,0,78,1331,0,0,0,1319,squad-fpp,26,25,-1,0,0,0,0,0,0,152.6,3,1511,0.08
0,3,198.7,2,1,6,15,0,2,2,114.2,1872,squad,27,27,1487,0,0,0,0,0,0,763,4,0,0.4615
0,0,0,0,0,0,48,0,0,0,0,1420,squad-fpp,29,28,1500,0,201.5,0,0,0,0,920.5,5,0,0.6429
0,2,103.2,0,0,6,46,1240,0,0,0,1819,solo-fpp,97,92,0,0,5909,0,0,0,0,2503,8,1545,0.9271
1,2,530.4,3,0,3,9,0,3,1,349.8,1782,squad-fpp,28,27,1416,0,2195,0,0,0,0,3141,6,0,0.8148
0,0,0,0,0,5,80,0,0,0,0,1321,squad-fpp,31,31,1424,0,0,0,0,0,0,128.8,3,0,0.2
0,0,100,1,1,0,42,0,1,1,5.551,1891,squad-fpp,30,30,1428,0,0,0,0,0,0,116.6,1,0,0.1034
1,0,237.8,1,1,0,32,1372,1,1,14.3,1800,squad,28,28,-1,0,0,0,0,0,0,380.9,5,1440,0.1852
0,2,188.5,1,0,2,10,0,3,2,41.15,1359,duo-fpp,48,47,1525,1,0,0,0,0,0,1338,6,0,0.5957
0,1,159.2,0,0,0,66,0,0,0,0,1872,squad,30,27,1418,0,0,0,0,0,0,250.6,4,0,0.2759
0,2,195.5,1,0,1,32,1077,1,1,4.666,1401,squad-fpp,28,27,-1,1,0.0055,0,23.76,0,0,1770,5,1507,0.5556
0,2,100,0,0,3,45,1267,0,0,0,1337,duo-fpp,50,48,-1,0,527.5,0,0,0,0,1567,6,1500,0.7755
0,2,0,0,0,0,54,0,0,0,0,1364,solo-fpp,97,92,1502,0,0,0,0,0,0,1599,3,0,0.6667
0,4,272.8,1,0,7,24,1283,1,1,52.58,1360,squad-fpp,29,28,-1,3,0,0,0,0,0,2385,5,1531,0.8214
0,0,42.75,0,0,0,66,1390,0,0,0,1343,squad-fpp,25,25,-1,0,0,0,0,0,0,1089,5,1523,0.4583
0,4,597.6,5,2,12,3,1242,6,2,84.93,1807,squad,27,26,-1,2,298.6,0,0,0,0,3627,8,1519,0.8077
0,0,10.82,0,0,0,77,0,0,0,0,1359,solo-fpp,95,93,1477,0,0,0,0,0,0,98.85,4,0,0.2234
